Year,zip,Borough,Neighborhood,Percentage,Number
19,10001,MANHATTAN,CHELSEA AND CLINTON,0.016529533,11404.16667
19,10002,MANHATTAN,LOWER EAST SIDE,0.023141346,16430.76923
19,10003,MANHATTAN,LOWER EAST SIDE,0.023141346,12665.38462
19,10004,MANHATTAN,LOWER MANHATTAN,0.00448134,2508.58209
19,10005,MANHATTAN,LOWER MANHATTAN,0.00448134,2508.58209
19,10006,MANHATTAN,LOWER MANHATTAN,0.00448134,1254.291045
19,10007,MANHATTAN,LOWER MANHATTAN,0.00448134,3762.873134
19,10009,MANHATTAN,LOWER EAST SIDE,0.023141346,13692.30769
19,10010,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,0.00800764,5435.261194
19,10011,MANHATTAN,CHELSEA AND CLINTON,0.016529533,19454.16667
19,10012,MANHATTAN,GREENWICH VILLAGE AND SOHO,0.017484572,11475
19,10013,MANHATTAN,GREENWICH VILLAGE AND SOHO,0.017484572,20250
19,10014,MANHATTAN,GREENWICH VILLAGE AND SOHO,0.017484572,13500
19,10016,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,0.00800764,10870.52239
19,10017,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,0.00800764,418.0970149
19,10018,MANHATTAN,CHELSEA AND CLINTON,0.016529533,2683.333333
19,10019,MANHATTAN,CHELSEA AND CLINTON,0.016529533,8050
19,10020,MANHATTAN,CHELSEA AND CLINTON,0.016529533,0
19,10021,MANHATTAN,UPPER EAST SIDE,0.015721422,6057.692308
19,10022,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,0.00800764,6271.455224
19,10023,MANHATTAN,UPPER WEST SIDE,0.054878049,11657.03125
19,10024,MANHATTAN,UPPER WEST SIDE,0.054878049,17078.90625
19,10025,MANHATTAN,UPPER WEST SIDE,0.054878049,34971.09375
19,10026,MANHATTAN,CENTRAL HARLEM,0.054290332,15907.69231
19,10027,MANHATTAN,CENTRAL HARLEM,0.054290332,18221.53846
19,10028,MANHATTAN,UPPER EAST SIDE,0.015721422,9519.230769
19,10029,MANHATTAN,EAST HARLEM,0.026520717,22114.28571
19,10030,MANHATTAN,CENTRAL HARLEM,0.054290332,17353.84615
19,10031,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,0.038642374,21102.94118
19,10032,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,0.038642374,9285.294118
19,10033,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,0.038642374,9285.294118
19,10034,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,0.038642374,10692.15686
19,10035,MANHATTAN,EAST HARLEM,0.026520717,10135.71429
19,10036,MANHATTAN,CHELSEA AND CLINTON,0.016529533,12745.83333
19,10037,MANHATTAN,CENTRAL HARLEM,0.054290332,6652.307692
19,10038,MANHATTAN,LOWER MANHATTAN,0.00448134,4599.067164
19,10039,MANHATTAN,CENTRAL HARLEM,0.054290332,5784.615385
19,10040,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,0.038642374,5908.823529
19,10065,MANHATTAN,UPPER EAST SIDE,0.015721422,5769.230769
19,10069,MANHATTAN,UPPER WEST SIDE,#N/A,418.0970149
19,10075,MANHATTAN,UPPER EAST SIDE,0.015721422,6057.692308
19,10128,MANHATTAN,UPPER EAST SIDE,0.015721422,10384.61538
19,10280,MANHATTAN,LOWER MANHATTAN,0.00448134,836.1940299
19,10282,MANHATTAN,LOWER MANHATTAN,#N/A,0
19,10301,STATEN ISLAND,STAPLETON AND ST. GEORGE,0.014178666,18814.36567
19,10302,STATEN ISLAND,PORT RICHMOND,0.01168087,12542.91045
19,10303,STATEN ISLAND,PORT RICHMOND,0.01168087,12124.81343
19,10304,STATEN ISLAND,STAPLETON AND ST. GEORGE,0.014178666,12542.91045
19,10305,STATEN ISLAND,STAPLETON AND ST. GEORGE,0.014178666,7107.649254
19,10306,STATEN ISLAND,SOUTH SHORE,0.013297091,20486.75373
19,10307,STATEN ISLAND,SOUTH SHORE,0.013297091,4180.970149
19,10308,STATEN ISLAND,SOUTH SHORE,0.013297091,9198.134328
19,10309,STATEN ISLAND,SOUTH SHORE,0.013297091,5853.358209
19,10310,STATEN ISLAND,PORT RICHMOND,0.01168087,17978.17164
19,10312,STATEN ISLAND,SOUTH SHORE,0.013297091,17560.07463
19,10314,STATEN ISLAND,MID ISLAND,0.008595357,22159.14179
19,10451,BRONX,HIGH BRIDGE AND MORRISANIA,0.026814575,5875
19,10452,BRONX,HIGH BRIDGE AND MORRISANIA,0.026814575,13331.73077
19,10453,BRONX,CENTRAL BRONX,0.032618278,20684.31373
19,10454,BRONX,HUNTS POINT AND MOTT HAVEN,0.022333235,9372.972973
19,10455,BRONX,HUNTS POINT AND MOTT HAVEN,0.022333235,15162.16216
19,10456,BRONX,HIGH BRIDGE AND MORRISANIA,0.026814575,20336.53846
19,10457,BRONX,CENTRAL BRONX,0.032618278,22296.07843
19,10458,BRONX,BRONX PARK AND FORDHAM,0.034307964,20901.51515
19,10459,BRONX,HUNTS POINT AND MOTT HAVEN,0.022333235,17643.24324
19,10460,BRONX,CENTRAL BRONX,0.032618278,19072.54902
19,10461,BRONX,SOUTHEAST BRONX,0.03136938,12000
19,10462,BRONX,SOUTHEAST BRONX,0.03136938,19125
19,10463,BRONX,KINGSBRIDGE AND RIVERDALE,0.00896268,21322.94776
19,10463,MANHATTAN,KINGSBRIDGE AND RIVERDALE,0.00896268,21322.94776
19,10464,BRONX,SOUTHEAST BRONX,0.03136938,750
19,10465,BRONX,SOUTHEAST BRONX,0.03136938,6375
19,10466,BRONX,NORTHEAST BRONX,0.013664414,16723.8806
19,10467,BRONX,BRONX PARK AND FORDHAM,0.034307964,23484.84848
19,10468,BRONX,BRONX PARK AND FORDHAM,0.034307964,13151.51515
19,10469,BRONX,NORTHEAST BRONX,0.013664414,20068.65672
19,10470,BRONX,NORTHEAST BRONX,0.013664414,10034.32836
19,10471,BRONX,KINGSBRIDGE AND RIVERDALE,0.00896268,3344.776119
19,10472,BRONX,SOUTHEAST BRONX,0.03136938,26625
19,10473,BRONX,SOUTHEAST BRONX,0.03136938,9750
19,10474,BRONX,HUNTS POINT AND MOTT HAVEN,0.022333235,8545.945946
19,10475,BRONX,NORTHEAST BRONX,0.013664414,836.1940299
19,11001,QUEENS,NORTHWEST QUEENS,#N/A,1254.291045
19,11004,QUEENS,SOUTHEAST QUEENS,0.006538349,836.1940299
19,11101,QUEENS,NORTHWEST QUEENS,0.022259771,33608.33333
19,11102,QUEENS,NORTHWEST QUEENS,0.022259771,9083.333333
19,11103,QUEENS,NORTHWEST QUEENS,0.022259771,12716.66667
19,11104,QUEENS,NORTHWEST QUEENS,0.022259771,15441.66667
19,11105,QUEENS,NORTHWEST QUEENS,0.022259771,10900
19,11106,QUEENS,NORTHWEST QUEENS,0.022259771,28158.33333
19,11201,BROOKLYN,NORTHWEST BROOKLYN,0.059138995,16995.19231
